source_lat,source_lon,dest_lat,dest_lon,driving_time
49.639938,6.150101,49.640611,6.272924,9.536666666666667
49.653436,6.162061,49.640611,6.272924,19.48166666666667
49.666933,6.174028,49.640611,6.272924,10.291666666666666
49.680429,6.186001,49.640611,6.272924,31.753333333333334
49.693923,6.197981,49.640611,6.272924,15.42
49.707417,6.209968,49.640611,6.272924,20.631666666666668
49.626463,6.162121,49.640611,6.272924,8.531666666666666
49.63996,6.174081,49.640611,6.272924,8.283333333333333
49.653456,6.186048,49.640611,6.272924,7.383333333333334
49.666951,6.198021,49.640611,6.272924,11.593333333333334
49.680444,6.210001,49.640611,6.272924,40.94666666666667
49.693936,6.221987,49.640611,6.272924,14.225
49.707427,6.233981,49.640611,6.272924,24.904999999999998
49.612987,6.174134,49.640611,6.272924,8.115
49.626483,6.186094,49.640611,6.272924,7.595
49.639978,6.198061,49.640611,6.272924,22.416666666666668
49.653471,6.210034,49.640611,6.272924,9.626666666666667
49.666963,6.222014,49.640611,6.272924,24.246666666666666
49.680454,6.234001,49.640611,6.272924,11.698333333333332
49.693943,6.245994,49.640611,6.272924,13.128333333333334
49.707432,6.257994,49.640611,6.272924,15.483333333333333
49.59951,6.18614,49.640611,6.272924,10.406666666666666
49.613005,6.1981,49.640611,6.272924,10.47
49.626498,6.210067,49.640611,6.272924,12.33
49.63999,6.22204,49.640611,6.272924,7.343333333333334
49.653481,6.23402,49.640611,6.272924,8.093333333333334
49.666971,6.246007,49.640611,6.272924,7.841666666666667
49.680459,6.258,49.640611,6.272924,12.006666666666666
49.693946,6.27,49.640611,6.272924,16.598333333333333
49.707432,6.282006,49.640611,6.272924,15.873333333333333
49.586031,6.19814,49.640611,6.272924,13.013333333333332
49.599525,6.2101,49.640611,6.272924,11.616666666666667
49.613017,6.222067,49.640611,6.272924,9.743333333333334
49.626508,6.23404,49.640611,6.272924,6.993333333333334
49.639998,6.24602,49.640611,6.272924,6.008333333333334
49.653486,6.258007,49.640611,6.272924,3.9483333333333333
49.666973,6.27,49.640611,6.272924,31.93166666666667
49.680459,6.282,49.640611,6.272924,26.796666666666667
49.693943,6.294006,49.640611,6.272924,14.048333333333334
49.707427,6.306019,49.640611,6.272924,18.096666666666668
49.572551,6.210133,49.640611,6.272924,19.883333333333333
49.586044,6.222093,49.640611,6.272924,12.661666666666667
49.599535,6.23406,49.640611,6.272924,14.965
49.613024,6.246033,49.640611,6.272924,8.156666666666666
49.626513,6.258013,49.640611,6.272924,3.07
49.64,6.27,49.640611,6.272924,0.31833333333333336
49.653486,6.281993,49.640611,6.272924,5.638333333333334
49.666971,6.293993,49.640611,6.272924,12.458333333333334
49.680454,6.305999,49.640611,6.272924,10.988333333333333
49.693936,6.318013,49.640611,6.272924,34.35166666666667
49.707417,6.330032,49.640611,6.272924,24.08
49.572561,6.23408,49.640611,6.272924,12.685
49.586051,6.246047,49.640611,6.272924,11.086666666666668
49.59954,6.25802,49.640611,6.272924,7.421666666666667
49.613027,6.27,49.640611,6.272924,5.835
49.626513,6.281987,49.640611,6.272924,3.7800000000000002
49.639998,6.29398,49.640611,6.272924,9.488333333333333
49.653481,6.30598,49.640611,6.272924,7.3
49.666963,6.317986,49.640611,6.272924,11.466666666666667
49.680444,6.329999,49.640611,6.272924,12.431666666666667
49.693923,6.342019,49.640611,6.272924,15.918333333333333
49.572566,6.258027,49.640611,6.272924,17.428333333333335
49.586054,6.27,49.640611,6.272924,11.68
49.59954,6.28198,49.640611,6.272924,9.175
49.613024,6.293967,49.640611,6.272924,24.538333333333334
49.626508,6.30596,49.640611,6.272924,18.653333333333332
49.63999,6.31796,49.640611,6.272924,6.213333333333334
49.653471,6.329966,49.640611,6.272924,14.83
49.666951,6.341979,49.640611,6.272924,7.803333333333333
49.680429,6.353999,49.640611,6.272924,10.038333333333332
49.572566,6.281973,49.640611,6.272924,12.128333333333334
49.586051,6.293953,49.640611,6.272924,10.251666666666667
49.599535,6.30594,49.640611,6.272924,13.018333333333334
49.613017,6.317933,49.640611,6.272924,11.803333333333335
49.626498,6.329933,49.640611,6.272924,9.068333333333333
49.639978,6.341939,49.640611,6.272924,8.055
49.653456,6.353952,49.640611,6.272924,7.461666666666667
49.666933,6.365972,49.640611,6.272924,7.28
49.572561,6.30592,49.640611,6.272924,20.618333333333332
49.586044,6.317907,49.640611,6.272924,14.014999999999999
49.599525,6.3299,49.640611,6.272924,10.158333333333333
49.613005,6.3419,49.640611,6.272924,10.65
49.626483,6.353906,49.640611,6.272924,10.185
49.63996,6.365919,49.640611,6.272924,9.8
49.653436,6.377939,49.640611,6.272924,9.121666666666666
49.572551,6.329867,49.640611,6.272924,38.97833333333333
49.586031,6.34186,49.640611,6.272924,11.691666666666666
49.59951,6.35386,49.640611,6.272924,18.851666666666667
49.612987,6.365866,49.640611,6.272924,15.08
49.626463,6.377879,49.640611,6.272924,39.02333333333333
49.639938,6.389899,49.640611,6.272924,14.696666666666665
49.642695,6.248417,49.640611,6.272924,8.073333333333332
49.645393,6.250814,49.640611,6.272924,10.293333333333333
49.648091,6.253211,49.640611,6.272924,11.428333333333335
49.650788,6.255609,49.640611,6.272924,3.371666666666667
49.637301,6.248419,49.640611,6.272924,5.056666666666667
49.639998,6.250816,49.640611,6.272924,7.05
49.642696,6.253213,49.640611,6.272924,12.18
49.645394,6.255611,49.640611,6.272924,12.18
49.648091,6.258008,49.640611,6.272924,2.56
49.650789,6.260406,49.640611,6.272924,2.9949999999999997
49.653486,6.262804,49.640611,6.272924,4.183333333333334
49.634604,6.250818,49.640611,6.272924,3.8266666666666667
49.637301,6.253215,49.640611,6.272924,2.396666666666667
49.639999,6.255612,49.640611,6.272924,5.3983333333333325
49.642697,6.258009,49.640611,6.272924,2.731666666666667
49.645394,6.260407,49.640611,6.272924,2.2483333333333335
49.648092,6.262805,49.640611,6.272924,2.4033333333333333
49.650789,6.265203,49.640611,6.272924,3.853333333333333
49.653486,6.267601,49.640611,6.272924,4.566666666666666
49.631907,6.253217,49.640611,6.272924,3.7550000000000003
49.634604,6.255614,49.640611,6.272924,3.131666666666667
49.637302,6.258011,49.640611,6.272924,2.2116666666666664
49.64,6.260408,49.640611,6.272924,5.585
49.642697,6.262806,49.640611,6.272924,2.25
49.645395,6.265204,49.640611,6.272924,1.7283333333333333
49.648092,6.267602,49.640611,6.272924,4.263333333333334
49.650789,6.27,49.640611,6.272924,4.383333333333334
49.653486,6.272399,49.640611,6.272924,4.818333333333333
49.62921,6.255615,49.640611,6.272924,4.575
49.631907,6.258012,49.640611,6.272924,2.8216666666666668
49.634605,6.260409,49.640611,6.272924,2.7
49.637302,6.262806,49.640611,6.272924,2.2
49.64,6.265204,49.640611,6.272924,2.191666666666667
49.642697,6.267602,49.640611,6.272924,1.7183333333333333
49.645395,6.27,49.640611,6.272924,1.6383333333333332
49.648092,6.272398,49.640611,6.272924,1.825
49.650789,6.274797,49.640611,6.272924,4.383333333333334
49.653486,6.277196,49.640611,6.272924,5.098333333333333
49.62921,6.26041,49.640611,6.272924,2.735
49.631908,6.262807,49.640611,6.272924,2.12
49.634605,6.265205,49.640611,6.272924,2.256666666666667
49.637303,6.267602,49.640611,6.272924,1.4400000000000002
49.642697,6.272398,49.640611,6.272924,1.2383333333333333
49.645395,6.274796,49.640611,6.272924,1.4666666666666666
49.648092,6.277195,49.640611,6.272924,1.4666666666666666
49.650789,6.279594,49.640611,6.272924,5.135000000000001
49.626513,6.262808,49.640611,6.272924,4.408333333333333
49.629211,6.265205,49.640611,6.272924,3.365
49.631908,6.267602,49.640611,6.272924,1.8266666666666667
49.634605,6.27,49.640611,6.272924,1.9566666666666668
49.637303,6.272398,49.640611,6.272924,1.2016666666666667
49.64,6.274796,49.640611,6.272924,0.11166666666666666
49.642697,6.277194,49.640611,6.272924,2.3916666666666666
49.645394,6.279593,49.640611,6.272924,2.5116666666666663
49.648091,6.281992,49.640611,6.272924,2.621666666666667
49.650788,6.284391,49.640611,6.272924,5.638333333333334
49.626513,6.267603,49.640611,6.272924,3.8
49.629211,6.27,49.640611,6.272924,2.316666666666667
49.631908,6.272398,49.640611,6.272924,2.93
49.634605,6.274795,49.640611,6.272924,3.5566666666666666
49.637302,6.277194,49.640611,6.272924,3.9099999999999997
49.64,6.279592,49.640611,6.272924,4.871666666666667
49.642697,6.281991,49.640611,6.272924,9.995000000000001
49.645394,6.284389,49.640611,6.272924,2.703333333333333
49.648091,6.286789,49.640611,6.272924,4.946666666666667
49.626513,6.272397,49.640611,6.272924,4.126666666666667
49.629211,6.274795,49.640611,6.272924,3.775
49.631908,6.277193,49.640611,6.272924,3.1116666666666664
49.634605,6.279591,49.640611,6.272924,4.718333333333334
49.637302,6.281989,49.640611,6.272924,6.33
49.639999,6.284388,49.640611,6.272924,4.418333333333334
49.642696,6.286787,49.640611,6.272924,9.795
49.645393,6.289186,49.640611,6.272924,4.946666666666667
49.626513,6.277192,49.640611,6.272924,3.8866666666666663
49.62921,6.27959,49.640611,6.272924,3.8016666666666667
49.631907,6.281988,49.640611,6.272924,3.56
49.634604,6.284386,49.640611,6.272924,4.051666666666667
49.637301,6.286785,49.640611,6.272924,6.3516666666666675
49.639998,6.289184,49.640611,6.272924,4.605
49.642695,6.291583,49.640611,6.272924,9.593333333333334
49.62921,6.284385,49.640611,6.272924,4.131666666666667
49.631907,6.286783,49.640611,6.272924,3.8449999999999998
49.634604,6.289182,49.640611,6.272924,4.575
